Date,EURUSD25R1M BGN Curncy  (R1),USDJPY25R1M BGN Curncy  (R2),EURJPY25R1M BGN Curncy  (L1)
41963,-0.74250000000000005,0.3725,-0.20499999999999999
41962,-0.64249999999999996,0.16750000000000001,-0.35
41961,-0.63249999999999995,4.2500000000000003E-2,-0.41
41960,-0.62,-1.2500000000000001E-2,-0.41499999999999998
41957,-0.64,0.08,-0.38750000000000001
41956,-0.63500000000000001,-7.2499999999999995E-2,-0.41499999999999998
41955,-0.64749999999999996,-0.16750000000000001,-0.4
41954,-0.69,-0.01,-0.38750000000000001
41953,-0.71250000000000002,-0.18,-0.45750000000000002
41950,-0.76249999999999996,6.5000000000000002E-2,-0.46
41949,-0.91249999999999998,0.2525,-0.40250000000000002
41948,-0.84750000000000003,0.42499999999999999,-0.24249999999999999
41947,-0.80249999999999999,0.38250000000000001,-0.24249999999999999
41946,-0.8125,0.51249999999999996,-0.2475
41943,-0.74750000000000005,0.3075,-0.30249999999999999
41942,-0.59499999999999997,-0.27750000000000002,-0.72499999999999998
41941,-0.435,-0.36249999999999999,-0.72250000000000003
41940,-0.45250000000000001,-0.41,-0.8175
41939,-0.50249999999999995,-0.4425,-0.92249999999999999
41936,-0.51,-0.42749999999999999,-0.91
41935,-0.51749999999999996,-0.46500000000000002,-1.0125
41934,-0.51749999999999996,-0.61250000000000004,-1.1074999999999999
41933,-0.51249999999999996,-0.73750000000000004,-1.1274999999999999
41932,-0.49,-0.74750000000000005,-1.1399999999999999
41929,-0.49249999999999999,-0.78749999999999998,-1.2849999999999999
41928,-0.46750000000000003,-1.0275000000000001,-1.2450000000000001
41927,-0.45250000000000001,-0.90749999999999997,-0.96250000000000002
41926,-0.60250000000000004,-0.74250000000000005,-0.96250000000000002
41925,-0.60499999999999998,-0.72499999999999998,-0.94750000000000001
41922,-0.63749999999999996,-0.66749999999999998,-0.92249999999999999
41921,-0.55249999999999999,-0.6875,-0.88500000000000001
41920,-0.5575,-0.66500000000000004,-0.91
41919,-0.65500000000000003,-0.68500000000000005,-0.99
41918,-0.66,-0.53,-0.96
41915,-0.63249999999999995,-0.4975,-1.02
41914,-0.4975,-0.62250000000000005,-1
41913,-0.57999999999999996,-0.47749999999999998,-0.98499999999999999
41912,-0.55000000000000004,-0.41749999999999998,-0.95499999999999996
41911,-0.55500000000000005,-0.44750000000000001,-0.97499999999999998
41908,-0.55500000000000005,-0.43,-0.91
41907,-0.56000000000000005,-0.42499999999999999,-0.68500000000000005
41906,-0.4375,-0.42,-0.61250000000000004
41905,-0.43,-0.38750000000000001,-0.63500000000000001
41904,-0.44500000000000001,-0.36249999999999999,-0.50749999999999995
41901,-0.44500000000000001,-0.23749999999999999,-0.4975
41900,-0.48249999999999998,-8.5000000000000006E-2,-0.48249999999999998
41899,-0.495,-0.1525,-0.59
41898,-0.57499999999999996,-0.14249999999999999,-0.62
41897,-0.58250000000000002,-0.11,-0.63
41894,-0.61,-0.08,-0.63749999999999996
41893,-0.64249999999999996,-7.7499999999999999E-2,-0.66249999999999998
41892,-0.65749999999999997,-4.2500000000000003E-2,-0.70250000000000001
41891,-0.66500000000000004,-0.1125,-0.6875
41890,-0.5575,-0.21249999999999999,-0.70750000000000002
41887,-0.62250000000000005,-0.2525,-0.69
41886,-0.57499999999999996,-0.28999999999999998,-0.67249999999999999
41885,-0.48,-0.16250000000000001,-0.61
41884,-0.51749999999999996,-0.17249999999999999,-0.68500000000000005
41883,-0.46250000000000002,-0.2175,-0.69
41880,-0.42749999999999999,-0.27500000000000002,-0.67500000000000004
41879,-0.39500000000000002,-0.23749999999999999,-0.65
41878,-0.40250000000000002,-0.18,-0.65500000000000003
41877,-0.34250000000000003,-0.16750000000000001,-0.64500000000000002
41876,-0.32,-0.16500000000000001,-0.65
41873,-0.29249999999999998,-0.16750000000000001,-0.63500000000000001
41872,-0.26750000000000002,-0.125,-0.65500000000000003
41871,-0.30499999999999999,-7.2499999999999995E-2,-0.59499999999999997
41870,-0.33750000000000002,-0.19750000000000001,-0.74
41869,-0.33750000000000002,-0.17249999999999999,-0.73499999999999999
41866,-0.33750000000000002,-0.13750000000000001,-0.72250000000000003
41865,-0.35749999999999998,-6.25E-2,-0.71250000000000002
41864,-0.3775,-2.5000000000000001E-2,-0.81
41863,-0.38250000000000001,-0.1275,-0.77
41862,-0.38750000000000001,-0.18,-0.76
41859,-0.41249999999999998,-0.435,-0.88
41858,-0.41,-4.4999999999999998E-2,-0.70250000000000001
41857,-0.41749999999999998,-0.04,-0.71499999999999997
41856,-0.435,4.4999999999999998E-2,-0.71499999999999997
41855,-0.4375,0.03,-0.73750000000000004
41852,-0.47749999999999998,0.11,-0.78500000000000003
41851,-0.50749999999999995,0.1575,-0.8
41850,-0.53249999999999997,0.11749999999999999,-0.82
41849,-0.53500000000000003,-0.1125,-0.88500000000000001
41848,-0.53749999999999998,-0.20250000000000001,-0.91500000000000004
41845,-0.55000000000000004,-0.28499999999999998,-0.97499999999999998
41844,-0.58750000000000002,-0.40500000000000003,-1.02
41843,-0.62749999999999995,-0.4975,-1.0449999999999999
41842,-0.6925,-0.49,-1.0149999999999999
41841,-0.62,-0.53,-0.97250000000000003
41838,-0.63249999999999995,-0.48499999999999999,-0.98499999999999999
41837,-0.61750000000000005,-0.41499999999999998,-0.86
41836,-0.63749999999999996,-0.27500000000000002,-0.80500000000000005
41835,-0.52249999999999996,-0.28499999999999998,-0.78
41834,-0.47749999999999998,-0.33250000000000002,-0.80249999999999999
41831,-0.47,-0.35,-0.82499999999999996
41830,-0.45,-0.3125,-0.70250000000000001
41829,-0.40749999999999997,-0.17749999999999999,-0.59499999999999997
41828,-0.40500000000000003,-0.155,-0.59250000000000003
41827,-0.40500000000000003,-0.11,-0.6
41824,-0.39750000000000002,-0.105,-0.61499999999999999
41823,-0.39500000000000002,-0.14000000000000001,-0.64749999999999996
41822,-0.40749999999999997,-0.23499999999999999,-0.64
41821,-0.40250000000000002,-0.25,-0.65
41820,-0.4,-0.26,-0.66
41817,-0.4325,-0.25,-0.65500000000000003
41816,-0.4325,-5.0000000000000001E-3,-0.46500000000000002
41815,-0.3775,0.02,-0.505
41814,-0.37,5.0000000000000001E-3,-0.53
41813,-0.3725,-0.01,-0.54
41810,-0.35749999999999998,-5.0000000000000001E-3,-0.59499999999999997
41809,-0.36249999999999999,-0.02,-0.62
41808,-0.39250000000000002,-0.02,-0.66500000000000004
41807,-0.41249999999999998,-9.2499999999999999E-2,-0.68500000000000005
41806,-0.42749999999999999,-9.2499999999999999E-2,-0.69499999999999995
41803,-0.40500000000000003,-9.5000000000000001E-2,-0.745
41802,-0.43,-0.13,-0.71499999999999997
41801,-0.52249999999999996,-0.115,-0.72499999999999998
41800,-0.54,-0.16750000000000001,-0.69
41799,-0.54500000000000004,-0.155,-0.71499999999999997
41796,-0.53749999999999998,-0.20250000000000001,-0.75
41795,-0.62,-9.5000000000000001E-2,-0.78500000000000003
41794,-0.67249999999999999,-8.2500000000000004E-2,-0.77249999999999996
41793,-0.63249999999999995,-7.2499999999999995E-2,-0.86
41792,-0.62250000000000005,-0.2,-0.89
41789,-0.60750000000000004,-0.245,-0.98
41788,-0.64749999999999996,-0.27,-1.0149999999999999
41787,-0.64500000000000002,-0.2525,-1.0149999999999999
41786,-0.62749999999999995,-0.26500000000000001,-1.0249999999999999
41785,-0.62,-0.26750000000000002,-1.0275000000000001
41782,-0.64249999999999996,-0.29749999999999999,-1.05
41781,-0.59750000000000003,-0.39750000000000002,-1.05
41780,-0.59750000000000003,-0.66749999999999998,-1.1499999999999999
41779,-0.56999999999999995,-0.64500000000000002,-1.115
41778,-0.57750000000000001,-0.70499999999999996,-1.18
41775,-0.59250000000000003,-0.63249999999999995,-1.21
41774,-0.60250000000000004,-0.51749999999999996,-0.9325
41773,-0.53749999999999998,-0.35749999999999998,-0.83
41772,-0.56499999999999995,-0.34,-0.82499999999999996
41771,-0.54249999999999998,-0.34,-0.73499999999999999
41768,-0.54249999999999998,-0.33750000000000002,-0.755
41767,-0.41749999999999998,-0.35499999999999998,-0.77
41766,-0.38250000000000001,-0.34749999999999998,-0.77500000000000002
41765,-0.42749999999999999,-0.28000000000000003,-0.73
41764,-0.47499999999999998,-0.2475,-0.76
41761,-0.47749999999999998,-0.2,-0.74
41760,-0.45750000000000002,-0.19500000000000001,-0.74
41759,-0.48249999999999998,-0.21,-0.74
41758,-0.47499999999999998,-0.17499999999999999,-0.81499999999999995
41757,-0.495,-0.23499999999999999,-0.81499999999999995
41754,-0.51749999999999996,-0.2225,-0.72
41753,-0.52249999999999996,-0.20749999999999999,-0.73499999999999999
41752,-0.51749999999999996,-0.18,-0.81499999999999995
41751,-0.52249999999999996,-0.1825,-0.80500000000000005
41750,-0.51749999999999996,-0.21249999999999999,-0.83
41747,-0.52,-0.28999999999999998,-0.81499999999999995
41746,-0.51749999999999996,-0.32750000000000001,-0.84
41745,-0.52500000000000002,-0.38250000000000001,-0.83750000000000002
41744,-0.51249999999999996,-0.4375,-0.94750000000000001
41743,-0.47499999999999998,-0.49,-0.93
41740,-0.32500000000000001,-0.48249999999999998,-0.97
41739,-0.35749999999999998,-0.47249999999999998,-0.97250000000000003
41738,-0.38750000000000001,-0.47249999999999998,-0.98250000000000004
41737,-0.4325,-0.53,-0.97
41736,-0.46750000000000003,-0.44750000000000001,-0.98
41733,-0.50749999999999995,-0.34499999999999997,-0.96
41732,-0.58499999999999996,-0.32250000000000001,-0.96499999999999997
41731,-0.5575,-0.30249999999999999,-0.97750000000000004
41730,-0.5625,-0.3175,-1.0575000000000001
41729,-0.59,-0.33500000000000002,-1.1100000000000001
41726,-0.59499999999999997,-0.36499999999999999,-1.1475
41725,-0.60250000000000004,-0.47749999999999998,-1.2475000000000001
41724,-0.54,-0.46500000000000002,-1.2649999999999999
41723,-0.45500000000000002,-0.55249999999999999,-1.25
41722,-0.47499999999999998,-0.54249999999999998,-1.27
41719,-0.45500000000000002,-0.60750000000000004,-1.2849999999999999
41718,-0.53,-0.61250000000000004,-1.2849999999999999
41717,-0.49249999999999999,-0.68,-1.31
41716,-0.48,-0.77,-1.2649999999999999
41715,-0.48249999999999998,-0.73,-1.2649999999999999
41712,-0.51,-0.77,-1.2324999999999999
41711,-0.40250000000000002,-0.52500000000000002,-0.95499999999999996
41710,-0.43,-0.52,-0.97
41709,-0.45500000000000002,-0.45,-0.94
41708,-0.4425,-0.44,-0.91500000000000004
41705,-0.45750000000000002,-0.36,-0.91249999999999998
41704,-0.52500000000000002,-0.44500000000000001,-0.98499999999999999
41703,-0.63749999999999996,-0.56999999999999995,-1.135
41702,-0.63500000000000001,-0.745,-1.3425
41701,-0.64,-0.87,-1.33
41698,-0.55000000000000004,-0.72,-0.89500000000000002
41697,-0.59499999999999997,-0.75,-0.80500000000000005
41696,-0.53,-0.64,-0.81499999999999995
41695,-0.5,-0.71499999999999997,-0.81
41694,-0.51249999999999996,-0.81,-0.86
41691,-0.52,-0.78749999999999998,-0.92249999999999999
41690,-0.50749999999999995,-0.90749999999999997,-0.91500000000000004
41689,-0.45250000000000001,-0.87749999999999995,-0.94499999999999995
41688,-0.4375,-0.90500000000000003,-0.94750000000000001
41687,-0.45,-1.0649999999999999,-1.145
41684,-0.44500000000000001,-1.075,-1.1625000000000001
41683,-0.44500000000000001,-1.0549999999999999,-1.1475
41682,-0.49,-0.92249999999999999,-1.1499999999999999
41681,-0.50249999999999995,-1,-1.3
41680,-0.4975,-1.0475000000000001,-1.3875
41677,-0.53249999999999997,-1.1399999999999999,-1.385
41676,-0.55249999999999999,-1.2849999999999999,-1.4624999999999999
41675,-0.63249999999999995,-1.415,-1.4650000000000001
41674,-0.65,-1.5249999999999999,-1.405
41673,-0.71250000000000002,-1.5674999999999999,-1.4575
41670,-0.8125,-1.4375,-1.41
41669,-0.65749999999999997,-1.385,-1.2825
41668,-0.56000000000000005,-1.415,-1.2375
41667,-0.52500000000000002,-1.26,-1.18
41666,-0.52749999999999997,-1.35,-1.2350000000000001
41663,-0.52249999999999996,-1.31,-1.1599999999999999
41662,-0.53749999999999998,-0.89500000000000002,-0.995
41661,-0.58250000000000002,-0.75749999999999995,-0.86
41660,-0.61750000000000005,-0.74,-0.93500000000000005
41659,-0.64249999999999996,-0.73,-0.91749999999999998
41656,-0.56999999999999995,-0.67249999999999999,-0.94
41655,-0.55249999999999999,-0.65500000000000003,-0.91
41654,-0.51249999999999996,-0.64249999999999996,-0.91500000000000004
41653,-0.47749999999999998,-0.75249999999999995,-0.875
41652,-0.50749999999999995,-0.67500000000000004,-0.89
41649,-0.48749999999999999,-0.60750000000000004,-0.88500000000000001
41648,-0.52749999999999997,-0.52749999999999997,-0.87250000000000005
41647,-0.49,-0.53249999999999997,-0.90500000000000003
41646,-0.47749999999999998,-0.745,-0.88
41645,-0.505,-0.8,-0.88749999999999996
41642,-0.58250000000000002,-0.8125,-0.88
41641,-0.59499999999999997,-0.74250000000000005,-0.76500000000000001
41640,-0.40749999999999997,-0.84250000000000003,-0.60499999999999998
41639,-0.40749999999999997,-0.83750000000000002,-0.63
41638,-0.39250000000000002,-0.84,-0.60750000000000004
41635,-0.34,-0.74,-0.61750000000000005
41634,-0.48749999999999999,-0.54749999999999999,-0.61
41633,-0.48749999999999999,-0.53,-0.54749999999999999
41632,-0.49249999999999999,-0.51249999999999996,-0.5625
41631,-0.49249999999999999,-0.45500000000000002,-0.56499999999999995
41628,-0.50749999999999995,-0.46,-0.56999999999999995
41627,-0.45500000000000002,-0.40500000000000003,-0.61499999999999999
41626,-0.42499999999999999,-0.42249999999999999,-0.67
41625,-0.46250000000000002,-0.39500000000000002,-0.64
41624,-0.48749999999999999,-0.39,-0.71
41621,-0.45250000000000001,-0.3125,-0.75
41620,-0.48249999999999998,-0.5,-0.72
41619,-0.41749999999999998,-0.46,-0.71
41618,-0.48749999999999999,-0.44,-0.70499999999999996
41617,-0.55249999999999999,-0.44750000000000001,-0.71
41614,-0.54749999999999999,-0.43,-0.65
41613,-0.57750000000000001,-0.45500000000000002,-0.66
41612,-0.5675,-0.35499999999999998,-0.64500000000000002
41611,-0.58250000000000002,-0.33250000000000002,-0.56999999999999995
41610,-0.57750000000000001,-0.26750000000000002,-0.51500000000000001
41607,-0.57250000000000001,-0.1825,-0.52
41606,-0.5675,-0.14749999999999999,-0.51500000000000001
41605,-0.5675,-0.16500000000000001,-0.48499999999999999
41604,-0.57250000000000001,-9.5000000000000001E-2,-0.45
41603,-0.59250000000000003,0.23250000000000001,-0.40500000000000003
41600,-0.53249999999999997,0.3075,-0.32750000000000001
41599,-0.51500000000000001,0.3725,-0.41
41598,-0.44,0.23499999999999999,-0.42499999999999999
41597,-0.33250000000000002,0.29499999999999998,-0.41
41596,-0.33500000000000002,0.28749999999999998,-0.42
41593,-0.38,0.375,-0.41749999999999998
41592,-0.4,0.375,-0.41749999999999998
41591,-0.41749999999999998,0.33,-0.42249999999999999
41590,-0.4325,0.35499999999999998,-0.41249999999999998
41589,-0.44500000000000001,0.2175,-0.64500000000000002
41586,-0.51749999999999996,0.1875,-0.6875
41585,-0.56000000000000005,0.23250000000000001,-0.65749999999999997
41584,-0.58750000000000002,0.28749999999999998,-0.63749999999999996
41583,-0.64249999999999996,0.17749999999999999,-0.64500000000000002
41582,-0.63,0.09,-0.72
41579,-0.65,0.06,-0.68500000000000005
41578,-0.57250000000000001,-0.01,-0.43
41577,-0.26500000000000001,-0.10249999999999999,-0.51749999999999996
41576,-0.125,-0.16500000000000001,-0.4975
41575,0.02,-0.3075,-0.54249999999999998
41572,3.5000000000000003E-2,-0.41,-0.7
41571,5.7500000000000002E-2,-0.28999999999999998,-0.69
41570,3.2500000000000001E-2,-0.375,-0.63249999999999995
41569,-1.7500000000000002E-2,-0.21249999999999999,-0.36499999999999999
41568,-0.13,-0.27,-0.35249999999999998
41565,-8.5000000000000006E-2,-0.29749999999999999,-0.3775
41564,-0.16750000000000001,-0.29249999999999998,-0.48249999999999998
41563,-0.28249999999999997,-0.28000000000000003,-0.55500000000000005
41562,-0.26250000000000001,-0.3075,-0.65
41561,-0.26500000000000001,-0.3775,-0.6925
41558,-0.31,-0.45250000000000001,-0.70499999999999996
41557,-0.39750000000000002,-0.54749999999999999,-0.755
41556,-0.45750000000000002,-0.59499999999999997,-0.83250000000000002
41555,-0.37,-0.62,-0.86250000000000004
41554,-0.45750000000000002,-0.64,-0.83250000000000002
41551,-0.44,-0.52500000000000002,-0.84750000000000003
41550,-0.51,-0.45500000000000002,-0.84499999999999997
41549,-0.74250000000000005,-0.6,-0.96499999999999997
41548,-0.65249999999999997,-0.44,-0.93
41547,-0.82,-0.54,-0.9425
41544,-0.755,-0.26250000000000001,-0.67249999999999999
41543,-0.78500000000000003,-0.29499999999999998,-0.69750000000000001
41542,-0.75,-0.28000000000000003,-0.65500000000000003
41541,-0.78749999999999998,-0.26,-0.53500000000000003
41540,-0.79,-0.245,-0.42499999999999999
41537,-0.73250000000000004,-0.13250000000000001,-0.42249999999999999
41536,-0.63749999999999996,-0.33750000000000002,-0.61
41535,-0.86499999999999999,-0.71,-1.1000000000000001
41534,-0.91749999999999998,-0.80500000000000005,-1.07
41533,-0.90249999999999997,-0.86,-1.125
41530,-0.95,-0.78249999999999997,-1.1375
41529,-0.9425,-0.77749999999999997,-1.04
41528,-0.875,-0.69750000000000001,-0.98499999999999999
41527,-0.91749999999999998,-0.6875,-1.0525
41526,-0.92249999999999999,-0.66500000000000004,-1.095
41523,-1.0649999999999999,-0.73250000000000004,-1.0625
41522,-1.115,-0.4,-1.0549999999999999
41521,-1.1375,-0.3075,-1.0900000000000001
41520,-1.3,-0.28499999999999998,-1.095
41519,-1.3,-0.27500000000000002,-1.2075
41516,-1.28,-0.38250000000000001,-1.2375
41515,-1.2,-0.41749999999999998,-1.4624999999999999
41514,-1.145,-0.60499999999999998,-1.5049999999999999
41513,-1.085,-0.7,-1.35
41512,-1.0874999999999999,-0.3,-1.0349999999999999
41509,-1.085,-0.3075,-1.0225
41508,-1.105,-0.39750000000000002,-0.96750000000000003
41507,-1.0575000000000001,-0.54749999999999999,-0.94
41506,-1.0125,-0.56000000000000005,-0.89500000000000002
41505,-1.0449999999999999,-0.34499999999999997,-0.78749999999999998
41502,-0.97750000000000004,-0.33750000000000002,-0.81
41501,-1.01,-0.17749999999999999,-0.82
41500,-1.04,-5.7500000000000002E-2,-0.80500000000000005
41499,-1,-0.1,-0.87749999999999995
41498,-0.89500000000000002,-0.47249999999999998,-1.145
41495,-0.76500000000000001,-0.62749999999999995,-1.1100000000000001
41494,-0.76,-0.79749999999999999,-1.2375
41493,-0.76249999999999996,-0.6825,-1.1850000000000001
41492,-0.77,-0.505,-1.2725
41491,-0.79,-0.54500000000000004,-1.2575000000000001
41488,-0.78,-0.54249999999999998,-1.2775000000000001
41487,-0.9,-0.58499999999999996,-1.2849999999999999
41486,-0.84250000000000003,-0.86499999999999999,-1.2875000000000001
41485,-0.82499999999999996,-0.81,-1.2350000000000001
41484,-0.76,-1.0225,-1.2350000000000001
41481,-0.74,-0.90249999999999997,-1.2075
41480,-0.73750000000000004,-0.73750000000000004,-1.2450000000000001
41479,-0.63,-0.76,-1.2949999999999999
41478,-0.53749999999999998,-0.81499999999999995,-1.3725000000000001
41477,-0.54,-0.83750000000000002,-1.4550000000000001
41474,-0.55249999999999999,-0.9,-1.4350000000000001
41473,-0.5675,-0.92500000000000004,-1.64
41472,-0.58499999999999996,-1.2949999999999999,-1.825
41471,-0.64,-1.42,-1.8574999999999999
41470,-0.65500000000000003,-1.3574999999999999,-1.895
41467,-0.65,-1.7549999999999999,-2.0099999999999998
41466,-0.64500000000000002,-1.7649999999999999,-2.0299999999999998
41465,-0.71250000000000002,-1.4524999999999999,-2.02
41464,-0.81,-1.1200000000000001,-2.0125000000000002
41463,-0.92,-0.99750000000000005,-2.0575000000000001
41460,-1.1325000000000001,-0.9,-2.0649999999999999
41459,-1.2224999999999999,-0.9,-2.0499999999999998
41458,-1.24,-0.82,-1.9624999999999999
41457,-1.135,-0.57250000000000001,-1.7649999999999999
41456,-1.165,-0.79,-1.8149999999999999
41453,-1.21,-0.79249999999999998,-1.7749999999999999
41452,-1.22,-0.82,-1.7949999999999999
41451,-1.34,-0.72,-1.89
41450,-1.31,-0.7,-1.9724999999999999
41449,-1.34,-0.44500000000000001,-1.8
41446,-1.165,-0.36249999999999999,-1.7375
41445,-0.99,-7.0000000000000007E-2,-1.7250000000000001
41444,-0.77749999999999997,-0.38,-1.86
41443,-0.70499999999999996,-0.60499999999999998,-1.8075000000000001
41442,-0.73,-1.0449999999999999,-1.7925
41439,-0.73750000000000004,-1.1950000000000001,-1.9450000000000001
41438,-0.79500000000000004,-1.2625,-2.1850000000000001
41437,-0.74750000000000005,-0.51,-1.62
41436,-0.79500000000000004,-0.4,-1.635
41435,-0.78,-7.2499999999999995E-2,-1.54
41432,-0.78,-0.3775,-1.7575000000000001
41431,-0.82,-0.2,-1.2524999999999999
41430,-0.92749999999999999,5.2499999999999998E-2,-1.17
41429,-0.92,7.4999999999999997E-3,-1.2150000000000001
41428,-0.93500000000000005,-0.38250000000000001,-1.2625
41425,-0.92749999999999999,-0.35499999999999998,-1.2
41424,-0.76500000000000001,-0.32750000000000001,-1.0874999999999999
41423,-0.80249999999999999,-0.23,-1.085
41422,-0.8125,-0.16250000000000001,-1.0249999999999999
41421,-0.8075,-0.4,-1.05
41418,-0.83,-0.28499999999999998,-0.9
41417,-0.91749999999999998,1.2500000000000001E-2,-0.81
41416,-0.90500000000000003,0.40250000000000002,-0.47249999999999998
41415,-0.875,0.34749999999999998,-0.47749999999999998
41414,-0.88,0.4425,-0.47249999999999998
41411,-0.91500000000000004,0.625,-0.47
41410,-0.84499999999999997,0.53,-0.44
41409,-1.0225,0.57250000000000001,-0.44
41408,-0.95,0.5575,-0.52249999999999996
41407,-1.0149999999999999,0.62250000000000005,-0.54249999999999998
41404,-1.06,0.74,-0.54249999999999998
41403,-0.89249999999999996,0.92500000000000004,-0.63500000000000001
41402,-0.88500000000000001,0.59499999999999997,-0.66249999999999998
41401,-0.88500000000000001,0.56000000000000005,-0.67500000000000004
41400,-0.89,0.63249999999999995,-0.67
41397,-0.90749999999999997,0.62250000000000005,-0.71750000000000003
41396,-0.98499999999999999,0.375,-0.64500000000000002
41395,-0.88249999999999995,0.25750000000000001,-0.60750000000000004
41394,-0.8,0.23499999999999999,-0.62
41393,-0.85,0.2175,-0.61499999999999999
41390,-0.90500000000000003,0.27500000000000002,-0.63249999999999995
41389,-0.89249999999999996,0.47,-0.53
41388,-0.9425,0.72,-0.51749999999999996
41387,-0.96750000000000003,0.73,-0.51249999999999996
41386,-0.98250000000000004,0.75249999999999995,-0.44750000000000001
41383,-0.85499999999999998,0.89,-0.47499999999999998
41382,-0.86250000000000004,0.73,-0.46250000000000002
41381,-0.83750000000000002,0.72499999999999998,-0.42249999999999999
41380,-0.78500000000000003,0.49,-0.42499999999999999
41379,-0.73750000000000004,0.505,-0.26500000000000001
41376,-0.73250000000000004,0.67,-0.08
41375,-0.74750000000000005,0.71,-0.13
41374,-0.76249999999999996,0.69,-0.29499999999999998
41373,-0.72,0.45500000000000002,-0.38250000000000001
41372,-0.755,0.6,-0.435
41369,-0.875,0.3175,-0.92500000000000004
41368,-0.95499999999999996,0.14000000000000001,-1.2150000000000001
41367,-1.05,6.25E-2,-1.7675000000000001
41366,-1.1325000000000001,-0.23,-2.0225
41365,-1.27,-0.32,-2.0699999999999998
41362,-1.2649999999999999,-0.32500000000000001,-1.9225000000000001
41361,-1.2450000000000001,-0.3125,-1.905
41360,-1.3149999999999999,-0.29499999999999998,-1.7775000000000001
41359,-1.2925,-0.35249999999999998,-1.7424999999999999
41358,-1.2324999999999999,-0.32500000000000001,-1.78
41355,-1.36,-0.4,-1.7450000000000001
41354,-1.21,-0.28999999999999998,-1.7275
41353,-1.1875,-0.29749999999999999,-1.8674999999999999
41352,-1.2775000000000001,-0.435,-1.7424999999999999
41351,-1.1200000000000001,-0.62749999999999995,-1.7275
41348,-0.96250000000000002,-0.35,-1.1850000000000001
41347,-1.02,-0.315,-1.2275
41346,-1.0475000000000001,-0.22750000000000001,-1.0475000000000001
41345,-1,-7.7499999999999999E-2,-0.98750000000000004
41344,-1.0575000000000001,0.16500000000000001,-0.89
41341,-1.0425,0.39250000000000002,-0.87250000000000005
41340,-1.0874999999999999,0.45250000000000001,-1.0149999999999999
41339,-1.1000000000000001,8.2500000000000004E-2,-1.2450000000000001
41338,-1.1399999999999999,0.06,-1.2825
41337,-1.2625,7.0000000000000007E-2,-1.3474999999999999
41334,-1.28,0.12,-1.335
41333,-1.28,5.2499999999999998E-2,-1.5625
41332,-1.3149999999999999,-7.4999999999999997E-3,-1.3975
41331,-1.5475000000000001,-7.4999999999999997E-2,-1.2050000000000001
41330,-0.86499999999999999,1.7500000000000002E-2,-0.93500000000000005
41327,-0.77249999999999996,0.16500000000000001,-0.91
41326,-0.77500000000000002,-0.02,-0.73499999999999999
41325,-0.62250000000000005,0.1525,-0.44
41324,-0.61750000000000005,0.28749999999999998,-0.44500000000000001
41323,-0.58250000000000002,0.45,-0.42249999999999999
41320,-0.52249999999999996,0.3,-0.47
41319,-0.48749999999999999,0.51749999999999996,-0.33500000000000002
41318,-0.34749999999999998,0.58750000000000002,-9.5000000000000001E-2
41317,-0.38750000000000001,0.62749999999999995,0.19750000000000001
41316,-0.39500000000000002,0.68,-6.25E-2
41313,-0.38250000000000001,0.65,-0.25
41312,-0.36749999999999999,0.88,0.33
41311,-0.3725,1.0375000000000001,0.34250000000000003
41310,-0.35499999999999998,0.92,0.255
41309,-0.20250000000000001,0.89,0.35749999999999998
41306,8.5000000000000006E-2,0.92500000000000004,0.4425
41305,3.2500000000000001E-2,0.78,0.23499999999999999
41304,8.2500000000000004E-2,0.73499999999999999,0.23250000000000001
41303,0.06,0.72499999999999998,0.20749999999999999
41302,3.5000000000000003E-2,0.76749999999999996,0.27
41299,8.5000000000000006E-2,0.85,0.32250000000000001
41298,-6.5000000000000002E-2,0.80500000000000005,-0.1075
41297,-0.19,0.42,-7.7499999999999999E-2
41296,-0.215,0.52749999999999997,6.7500000000000004E-2
41295,-0.2525,0.75749999999999995,5.7500000000000002E-2
41292,-0.24249999999999999,0.875,0.2
41291,-0.27,0.83250000000000002,6.7500000000000004E-2
41290,-0.255,0.56999999999999995,-0.1
41289,-0.17249999999999999,0.75749999999999995,0.20499999999999999
41288,-0.155,0.9,0.27500000000000002
41285,-0.1275,0.95,-5.5E-2
41284,-0.24,0.88249999999999995,-0.26
41283,-0.3075,0.63249999999999995,-0.30249999999999999
41282,-0.29499999999999998,0.57999999999999996,-0.25750000000000001
41281,-0.35,0.58250000000000002,-0.215
41278,-0.41499999999999998,0.61499999999999999,-0.13250000000000001
41277,-0.32500000000000001,0.57750000000000001,-0.11
41276,-0.26500000000000001,0.59250000000000003,-3.5000000000000003E-2
41275,-0.29249999999999998,0.61750000000000005,-4.2500000000000003E-2
41274,-0.30249999999999999,0.625,-3.7499999999999999E-2
41271,-0.29749999999999999,0.64500000000000002,-1.4999999999999999E-2
41270,-0.2175,0.63500000000000001,-4.4999999999999998E-2
41269,-0.25750000000000001,0.67,-5.5E-2
41268,-0.25750000000000001,0.5625,-5.2499999999999998E-2
41267,-0.24249999999999999,0.495,-4.4999999999999998E-2
41264,-0.23749999999999999,0.51749999999999996,-0.05
41263,-0.20749999999999999,0.58499999999999996,1.4999999999999999E-2
41262,-0.22750000000000001,0.6,6.25E-2
41261,-0.22500000000000001,0.61,0.1
41260,-0.19750000000000001,0.63500000000000001,0.1075
41257,-0.255,0.78749999999999998,0.1275
41256,-0.255,0.89500000000000002,0.11749999999999999
