Date,EURUSD25R1M BGN Curncy  (R1),USDJPY25R1M BGN Curncy  (R2),EURJPY25R1M BGN Curncy  (L1)
45965,-0.16750000000000001,-0.87250000000000005,-0.91500000000000004
45964,-7.2499999999999995E-2,-0.67500000000000004,-0.72499999999999998
45961,-2.75E-2,-0.6925,-0.71499999999999997
45960,2.5000000000000001E-2,-0.63,-0.66
45959,7.0000000000000007E-2,-1.0225,-1.075
45958,0.12,-0.82499999999999996,-0.84499999999999997
45957,9.7500000000000003E-2,-0.65749999999999997,-0.68500000000000005
45954,9.2499999999999999E-2,-0.63749999999999996,-0.67500000000000004
45953,7.7499999999999999E-2,-0.63249999999999995,-0.68500000000000005
45952,5.7500000000000002E-2,-0.64,-0.68
45951,0.1225,-0.57250000000000001,-0.6
45950,0.2525,-0.84750000000000003,-0.76500000000000001
45947,0.26750000000000002,-1.0349999999999999,-0.84750000000000003
45946,0.215,-0.89,-0.82250000000000001
45945,0.12,-0.84250000000000003,-0.82250000000000001
45944,6.7500000000000004E-2,-0.83250000000000002,-0.88
45943,0.03,-0.65500000000000003,-0.71750000000000003
45940,8.2500000000000004E-2,-0.58750000000000002,-0.745
45939,-0.23749999999999999,-0.125,-0.39250000000000002
45938,-0.1225,-3.2500000000000001E-2,-0.26500000000000001
45937,-1.7500000000000002E-2,-0.24,-0.30249999999999999
45936,0.15,-0.34250000000000003,-0.36
45933,0.33250000000000002,-0.71,-0.44
45932,0.3775,-0.73250000000000004,-0.42249999999999999
45931,0.41749999999999998,-0.79249999999999998,-0.46750000000000003
45930,0.36499999999999999,-0.77249999999999996,-0.44750000000000001
45929,0.28499999999999998,-0.67249999999999999,-0.38500000000000001
45926,0.26500000000000001,-0.57250000000000001,-0.315
45925,0.25750000000000001,-0.51,-0.28000000000000003
45924,0.42,-0.55249999999999999,-0.28249999999999997
45923,0.48499999999999999,-0.53249999999999997,-0.28749999999999998
45922,0.45,-0.505,-0.29499999999999998
45919,0.40749999999999997,-0.54,-0.23
45918,0.44,-0.54249999999999998,-0.115
45917,0.62250000000000005,-0.88,-0.33750000000000002
45916,0.66500000000000004,-0.88500000000000001,-0.42749999999999999
45915,0.32750000000000001,-0.70499999999999996,-0.39500000000000002
45912,0.28249999999999997,-0.76249999999999996,-0.47749999999999998
45911,0.19750000000000001,-0.79,-0.57750000000000001
45910,0.23499999999999999,-0.85,-0.59250000000000003
45909,0.3775,-0.94499999999999995,-0.60750000000000004
45908,0.3725,-0.85,-0.56499999999999995
45905,0.3175,-1.0375000000000001,-0.72750000000000004
45904,0.26750000000000002,-0.95750000000000002,-0.6825
45903,0.17249999999999999,-1.0475000000000001,-0.78249999999999997
45902,0.1825,-1.03,-0.75749999999999995
45901,0.29249999999999998,-1.17,-0.87749999999999995
45898,0.22750000000000001,-1.1675,-0.9
45897,0.19750000000000001,-1.2075,-0.96250000000000002
45896,0.13250000000000001,-1.1025,-0.88749999999999996
45895,0.17249999999999999,-1.105,-0.89749999999999996
45894,0.17499999999999999,-1.1100000000000001,-0.76500000000000001
45891,0.39250000000000002,-1.0974999999999999,-0.80249999999999999
45890,0.24,-1.0575000000000001,-0.77
45889,0.26500000000000001,-1.0225,-0.78749999999999998
45888,0.3175,-0.90249999999999997,-0.62250000000000005
45887,0.33500000000000002,-0.97499999999999998,-0.6925
45884,0.34749999999999998,-1.0925,-0.75
45883,0.4375,-1.145,-0.8075
45882,0.52249999999999996,-1.05,-0.73250000000000004
45881,0.52249999999999996,-0.96499999999999997,-0.5625
45880,0.50249999999999995,-1.0625,-0.65249999999999997
45877,0.57750000000000001,-1.1125,-0.62250000000000005
45876,0.62,-1.2475000000000001,-0.72750000000000004
45875,0.63249999999999995,-1.155,-0.71750000000000003
45874,0.51,-1.0774999999999999,-0.73750000000000004
45873,0.53,-1.2124999999999999,-0.81499999999999995
45870,0.505,-1.165,-0.95499999999999996
45869,-7.4999999999999997E-3,-0.59499999999999997,-0.52249999999999996
45868,-7.7499999999999999E-2,-0.88500000000000001,-0.75249999999999995
45867,-2.5000000000000001E-3,-0.87250000000000005,-0.72250000000000003
45866,0.11749999999999999,-0.92249999999999999,-0.8175
45863,0.39500000000000002,-1.0049999999999999,-0.75249999999999995
45862,0.41499999999999998,-1.0974999999999999,-0.78749999999999998
45861,0.48499999999999999,-1.08,-0.84750000000000003
45860,0.51500000000000001,-1.2224999999999999,-0.85750000000000004
45859,0.39500000000000002,-1.0349999999999999,-0.81499999999999995
45856,0.29249999999999998,-0.58250000000000002,-0.32250000000000001
45855,7.0000000000000007E-2,-0.73499999999999999,-0.59499999999999997
45854,0.1875,-0.86250000000000004,-0.56999999999999995
45853,-0.13,-0.75249999999999995,-0.63
45852,-5.7500000000000002E-2,-1.01,-0.83499999999999996
45849,-4.4999999999999998E-2,-0.95,-0.81
45848,-3.5000000000000003E-2,-1.02,-0.84250000000000003
45847,-0.03,-0.93500000000000005,-0.755
45846,-2.5000000000000001E-3,-0.84499999999999997,-0.63249999999999995
45845,4.4999999999999998E-2,-0.94750000000000001,-0.73750000000000004
45842,0.16,-1.3674999999999999,-0.96
45841,0.20749999999999999,-1.4075,-0.9425
45840,0.29249999999999998,-1.5825,-1.1299999999999999
45839,0.46250000000000002,-1.605,-1.08
45838,0.38500000000000001,-1.4975000000000001,-1.0375000000000001
45835,0.3725,-1.4524999999999999,-1.0175000000000001
45834,0.57999999999999996,-1.4375,-1.0075000000000001
45833,0.14499999999999999,-1.2675000000000001,-0.98
45832,8.5000000000000006E-2,-1.3525,-1.1499999999999999
45831,-0.35499999999999998,-1.2124999999999999,-1.365
45828,-0.38500000000000001,-1.425,-1.4850000000000001
45827,-0.42,-1.48,-1.5024999999999999
45826,-0.245,-1.5625,-1.4824999999999999
45825,-2.75E-2,-1.5375000000000001,-1.115
45824,0.33500000000000002,-1.5974999999999999,-1.0225
45821,0.33250000000000002,-1.6950000000000001,-1.125
45820,0.6875,-1.6174999999999999,-0.87
45819,0.44,-1.28,-0.6825
45818,0.53500000000000003,-1.3325,-0.67749999999999999
45817,0.59,-1.3975,-0.66500000000000004
45814,0.59,-1.4225000000000001,-0.67500000000000004
45813,0.58750000000000002,-1.5525,-0.82499999999999996
45812,0.61,-1.5575000000000001,-0.93
45811,0.64500000000000002,-1.6825000000000001,-1.0425
45810,0.6925,-1.7649999999999999,-1.1074999999999999
45807,0.57999999999999996,-1.67,-0.97250000000000003
45806,0.64,-1.77,-1.1599999999999999
45805,0.59499999999999997,-1.71,-0.98250000000000004
45804,0.65500000000000003,-1.9450000000000001,-1.0974999999999999
45803,0.8175,-2.3325,-1.3525
45800,0.755,-2.3325,-1.385
45799,0.94499999999999995,-2.335,-1.28
45798,1.08,-2.52,-1.42
45797,0.97750000000000004,-2.2825000000000002,-1.2375
45796,1.1074999999999999,-2.375,-1.3274999999999999
45793,0.88749999999999996,-2.3050000000000002,-1.345
45792,0.97750000000000004,-2.3650000000000002,-1.4575
45791,0.96250000000000002,-2.1724999999999999,-1.1399999999999999
45790,0.70250000000000001,-1.59,-0.81
45789,0.47,-1.5125,-0.78749999999999998
45786,0.6925,-1.8975,-0.88749999999999996
45785,0.67249999999999999,-1.8425,-0.88249999999999995
45784,0.84499999999999997,-1.9950000000000001,-0.91249999999999998
45783,0.86750000000000005,-2.1625000000000001,-0.99250000000000005
45782,0.96250000000000002,-2.085,-0.98750000000000004
45779,0.78749999999999998,-2.0425,-0.99
45778,0.70250000000000001,-1.8049999999999999,-0.93500000000000005
45777,0.86,-2.0175000000000001,-1.05
45776,0.91749999999999998,-2.1425000000000001,-1.2050000000000001
45775,0.93,-2.0425,-1.2
45772,0.93500000000000005,-1.895,-1.0825
45771,1.0349999999999999,-1.9924999999999999,-1.1025
45770,1.0525,-2.1,-1.07
45769,1.1525000000000001,-2.4925000000000002,-1.405
45768,1.0449999999999999,-2.5249999999999999,-1.6
45765,0.97250000000000003,-2.3050000000000002,-1.4550000000000001
45764,0.95499999999999996,-2.2925,-1.4675
45763,1.075,-2.54,-1.65
45762,0.73499999999999999,-2.6150000000000002,-1.7324999999999999
45761,1.0575000000000001,-2.93,-1.7649999999999999
45758,1.2849999999999999,-3.4575,-2.2324999999999999
45757,0.84499999999999997,-2.9275000000000002,-2.1924999999999999
45756,0.21249999999999999,-2.4775,-1.9275
45755,8.5000000000000006E-2,-2.6150000000000002,-2.39
45754,3.5000000000000003E-2,-2.5049999999999999,-2.395
45751,0.23749999999999999,-2.1800000000000002,-2.0049999999999999
45750,0.6825,-1.8825000000000001,-1.65
45749,0.36249999999999999,-1.65,-1.5325
45748,0.3,-1.615,-1.5725
45747,0.41749999999999998,-1.54,-1.49
45744,0.495,-1.3474999999999999,-1.2375
45743,0.17249999999999999,-1.25,-1.165
45742,-3.5000000000000003E-2,-1.2549999999999999,-1.2350000000000001
45741,-5.0000000000000001E-3,-1.23,-1.2549999999999999
45740,-0.19,-1.2,-1.18
45737,-0.20749999999999999,-1.2649999999999999,-1.26
45736,-0.25,-1.28,-1.31
45735,-0.1225,-1.2175,-1.125
45734,-2.5000000000000001E-3,-1.2250000000000001,-1.02
45733,-7.0000000000000007E-2,-1.3325,-1.125
45730,-0.09,-1.375,-1.24
45729,-0.115,-1.45,-1.365
45728,0.02,-1.4075,-1.2524999999999999
45727,0.215,-1.5925,-1.31
45726,2.75E-2,-1.7424999999999999,-1.4950000000000001
45723,0.19,-1.8149999999999999,-1.6274999999999999
45722,0.25750000000000001,-1.8025,-1.585
45721,0.44500000000000001,-1.6675,-1.3125
45720,-0.38,-1.7450000000000001,-1.7350000000000001
45719,-0.75249999999999995,-1.59,-1.7675000000000001
45716,-0.85250000000000004,-1.5425,-1.7475000000000001
45715,-0.69499999999999995,-1.5449999999999999,-1.6475
45714,-0.54500000000000004,-1.62,-1.6825000000000001
45713,-0.57750000000000001,-1.5674999999999999,-1.655
45712,-0.59250000000000003,-1.4575,-1.5825
45709,-0.63249999999999995,-1.46,-1.6225000000000001
45708,-0.66500000000000004,-1.4824999999999999,-1.675
45707,-0.65500000000000003,-1.1675,-1.345
45706,-0.5575,-1.1850000000000001,-1.2949999999999999
45705,-0.50249999999999995,-1.18,-1.2975000000000001
45702,-0.495,-1.2324999999999999,-1.3674999999999999
45701,-0.5625,-1.2324999999999999,-1.3825000000000001
45700,-0.5675,-1.115,-1.2549999999999999
45699,-0.71,-1.2549999999999999,-1.4775
45698,-0.86750000000000005,-1.45,-1.7324999999999999
45695,-0.97250000000000003,-1.61,-2
45694,-0.71250000000000002,-1.5175000000000001,-1.6725000000000001
45693,-0.64749999999999996,-1.5449999999999999,-1.6525000000000001
45692,-0.69499999999999995,-1.41,-1.6274999999999999
45691,-0.96250000000000002,-1.4824999999999999,-1.9075
45688,-0.72,-1.3425,-1.69
45687,-0.70250000000000001,-1.4,-1.8174999999999999
45686,-0.66500000000000004,-1.1525000000000001,-1.6025
45685,-0.66749999999999998,-1.0925,-1.6174999999999999
45684,-0.59750000000000003,-1.1599999999999999,-1.6375
45681,-0.57999999999999996,-0.83250000000000002,-1.2524999999999999
45680,-0.75249999999999995,-0.8,-1.3125
45679,-0.69750000000000001,-0.82250000000000001,-1.1875
45678,-0.77249999999999996,-0.85499999999999998,-1.2549999999999999
45677,-0.83750000000000002,-1.0049999999999999,-1.5674999999999999
45674,-0.77249999999999996,-0.99750000000000005,-1.52
45673,-0.56000000000000005,-1.0175000000000001,-1.4724999999999999
45672,-0.59750000000000003,-1.1525000000000001,-1.585
45671,-0.64,-1.0575000000000001,-1.51
45670,-0.74750000000000005,-1.1775,-1.7
45667,-0.61250000000000004,-1.0825,-1.5075000000000001
45666,-0.5575,-0.98499999999999999,-1.41
45665,-0.63249999999999995,-0.96250000000000002,-1.38
45664,-0.48,-0.95250000000000001,-1.2649999999999999
45663,-0.47,-1,-1.3425
45660,-0.5575,-1.1174999999999999,-1.4850000000000001
45659,-0.63500000000000001,-1.1850000000000001,-1.635
45658,-0.61250000000000004,-1.1725000000000001,-1.5974999999999999
45657,-0.5625,-1.18,-1.6025
45656,-0.6,-1.19,-1.61
45653,-0.625,-1.1625000000000001,-1.58
45652,-0.62250000000000005,-1.075,-1.3875
45651,-0.66,-1.1875,-1.63
45650,-0.6825,-1.1850000000000001,-1.65
45649,-0.64,-1.18,-1.62
45646,-0.59499999999999997,-1.1825000000000001,-1.6475
45645,-0.61250000000000004,-1.04,-1.4075
45644,-0.61,-1.3875,-1.72
45643,-0.5575,-1.325,-1.7050000000000001
45642,-0.59499999999999997,-1.2175,-1.5575000000000001
45639,-0.60750000000000004,-1.1775,-1.54
45638,-0.65249999999999997,-1.1725000000000001,-1.59
45637,-0.60250000000000004,-1.1825000000000001,-1.6325000000000001
45636,-0.6,-1.2450000000000001,-1.6425000000000001
45635,-0.4375,-1.3725000000000001,-1.655
45632,-0.47,-1.38,-1.65
45631,-0.46500000000000002,-1.49,-1.78
45630,-0.6875,-1.635,-2.0150000000000001
45629,-0.65749999999999997,-1.7250000000000001,-2.1349999999999998
45628,-0.79500000000000004,-1.65,-2.085
45625,-0.60750000000000004,-1.63,-1.99
45624,-0.59250000000000003,-1.595,-1.9550000000000001
45623,-0.59,-1.6975,-2.0225
45622,-0.73750000000000004,-1.7324999999999999,-2.1175000000000002
45621,-0.67,-1.7725,-2.1274999999999999
45618,-0.94499999999999995,-1.8149999999999999,-2.2925
45617,-0.90749999999999997,-1.7649999999999999,-2.2650000000000001
45616,-0.79749999999999999,-1.3525,-1.8574999999999999
45615,-0.76249999999999996,-1.34,-1.8574999999999999
45614,-0.59499999999999997,-1.0225,-1.4950000000000001
45611,-0.64,-0.98,-1.5
45610,-0.65,-0.74750000000000005,-1.2725
45609,-0.52500000000000002,-0.8,-1.2649999999999999
45608,-0.59499999999999997,-0.745,-1.2625
45607,-0.61,-0.77249999999999996,-1.2675000000000001
45604,-0.47499999999999998,-0.73499999999999999,-1.2375
45603,-0.51500000000000001,-0.69499999999999995,-1.2475000000000001
45602,-0.54,-0.61750000000000005,-1.175
45601,-0.60750000000000004,-0.77249999999999996,-1.2275
45600,-0.58499999999999996,-0.90749999999999997,-1.365
45597,-0.51,-0.89249999999999996,-1.325
45596,-0.52249999999999996,-0.84750000000000003,-1.3049999999999999
45595,-0.52500000000000002,-0.84499999999999997,-1.24
45594,-0.54500000000000004,-0.84750000000000003,-1.2050000000000001
45593,-0.52249999999999996,-0.88500000000000001,-1.2450000000000001
45590,-0.50249999999999995,-0.93,-1.2849999999999999
45589,-0.54,-0.92749999999999999,-1.3774999999999999
45588,-0.56999999999999995,-0.9325,-1.415
45587,-0.52500000000000002,-0.92749999999999999,-1.4125000000000001
45586,-0.48749999999999999,-0.82499999999999996,-1.2975000000000001
45583,-0.47749999999999998,-0.82250000000000001,-1.2775000000000001
45582,-0.5,-0.78500000000000003,-1.2275
45581,-0.4425,-0.84,-1.3075000000000001
45580,-0.40749999999999997,-0.84,-1.2024999999999999
45579,-0.40250000000000002,-0.78249999999999997,-1.1575
45576,-0.41249999999999998,-0.96250000000000002,-1.2925
45575,-0.4425,-0.86750000000000005,-1.3174999999999999
45574,-0.39,-0.94499999999999995,-1.2625
45573,-0.3775,-0.96750000000000003,-1.3174999999999999
45572,-0.39750000000000002,-0.99250000000000005,-1.28
45569,-0.3175,-1.0125,-1.2649999999999999
45568,-0.28999999999999998,-1.0475000000000001,-1.26
45567,-0.3075,-1.165,-1.4025000000000001
45566,-0.26750000000000002,-1.27,-1.585
45565,-0.1,-1.19,-1.4075
45562,-0.1275,-1.1525000000000001,-1.3425
45561,-9.5000000000000001E-2,-0.99250000000000005,-1.1425000000000001
45560,2.5000000000000001E-2,-1.0024999999999999,-1.17
45559,1.7500000000000002E-2,-1.04,-1.155
45558,4.2500000000000003E-2,-1.1399999999999999,-1.25
45555,0.13,-1.085,-1.1375
45554,0.12,-1.2224999999999999,-1.2475000000000001
45553,0.16750000000000001,-1.42,-1.365
45552,0.2175,-1.4750000000000001,-1.3774999999999999
45551,0.20749999999999999,-2.0074999999999998,-1.8425
45548,0.14749999999999999,-2.0099999999999998,-1.9075
45547,4.7500000000000001E-2,-1.8125,-1.71
45546,-5.7500000000000002E-2,-1.98,-1.93
45545,-0.03,-1.9824999999999999,-1.9824999999999999
45544,3.7499999999999999E-2,-2.0975000000000001,-1.9975000000000001
45541,0.13500000000000001,-2.2774999999999999,-2.2149999999999999
45540,0.13,-2.39,-2.2875000000000001
45539,2.2499999999999999E-2,-1.96,-1.8825000000000001
45538,-0.125,-1.905,-1.895
45537,-6.25E-2,-1.62,-1.53
45534,-3.7499999999999999E-2,-1.71,-1.5449999999999999
45533,-2.75E-2,-1.8149999999999999,-1.665
45532,0.1,-1.915,-1.6950000000000001
45531,0.26750000000000002,-2.1924999999999999,-1.8325
45530,0.3075,-2.36,-2.0724999999999998
45527,0.185,-2.3624999999999998,-2.1274999999999999
45526,0.23,-2.38,-2.11
45525,0.19,-2.4,-2.2949999999999999
45524,0.1575,-2.2875000000000001,-2.2124999999999999
45523,9.7500000000000003E-2,-2.14,-2.0975000000000001
45520,0.06,-1.9025000000000001,-1.9424999999999999
45519,0.01,-1.9025000000000001,-1.825
45518,0.10249999999999999,-2.5499999999999998,-2.3925000000000001
45517,-0.115,-2.6549999999999998,-2.6775000000000002
45516,-0.1525,-2.5099999999999998,-2.8424999999999998
45513,-0.15,-2.4925000000000002,-2.7549999999999999
45512,-0.14749999999999999,-2.5024999999999999,-2.77
45511,-0.17,-2.3199999999999998,-2.59
45510,-0.21,-3.0674999999999999,-3.0750000000000002
45509,-0.01,-3.73,-3.5924999999999998
45506,-0.19750000000000001,-2.3250000000000002,-2.44
45505,-0.35249999999999998,-1.9750000000000001,-2.1225000000000001
45504,-0.28999999999999998,-1.835,-2.0525000000000002
45503,-0.27250000000000002,-1.6525000000000001,-1.8574999999999999
45502,-0.27500000000000002,-1.5325,-1.5974999999999999
45499,-0.23749999999999999,-1.5175000000000001,-1.59
45498,-0.27250000000000002,-1.7024999999999999,-1.85
45497,-0.25750000000000001,-1.6975,-1.8725000000000001
45496,-0.23,-1.605,-1.7725
45495,-0.22500000000000001,-1.5825,-1.69
45492,-0.25,-1.58,-1.62
45491,-0.21249999999999999,-1.6675,-1.7749999999999999
45490,-0.13750000000000001,-1.6924999999999999,-1.8
45489,-0.14499999999999999,-1.33,-1.4650000000000001
45488,-0.14749999999999999,-1.4025000000000001,-1.5774999999999999
45485,-0.2175,-1.405,-1.6924999999999999
45484,-0.2525,-1.2749999999999999,-1.595
45483,-0.29249999999999998,-0.6875,-1.085
45482,-0.29749999999999999,-0.71250000000000002,-1.1499999999999999
45481,-0.38500000000000001,-0.77749999999999997,-1.2825
45478,-0.44750000000000001,-0.75749999999999995,-1.325
45477,-0.50749999999999995,-0.74750000000000005,-1.42
45476,-0.5,-0.71499999999999997,-1.4275
45475,-0.69,-0.5625,-1.37
45474,-0.75,-0.51249999999999996,-1.3025
45471,-1.2524999999999999,-0.59250000000000003,-1.62
45470,-1.2675000000000001,-0.41749999999999998,-1.3574999999999999
45469,-1.3174999999999999,-0.41749999999999998,-1.3225
45468,-1.1599999999999999,-0.55249999999999999,-1.5
45467,-1.2050000000000001,-0.6,-1.5175000000000001
45464,-1.385,-0.78749999999999998,-1.6725000000000001
45463,-1.4325000000000001,-0.98250000000000004,-1.845
45462,-1.4650000000000001,-1.0425,-1.85
45461,-1.5249999999999999,-1.0725,-1.915
45460,-1.5275000000000001,-1.095,-1.97
45457,-1.5049999999999999,-1.0674999999999999,-1.97
45456,-0.93,-1.0974999999999999,-1.7549999999999999
45455,-0.67249999999999999,-1.1475,-1.5225
45454,-0.75,-1.23,-1.6225000000000001
45453,-0.53749999999999998,-1.3325,-1.65
45450,-0.23499999999999999,-1.395,-1.4950000000000001
45449,-0.185,-1.345,-1.48
45448,-0.185,-1.3525,-1.41
45447,-0.185,-1.415,-1.56
45446,-0.2475,-1.1499999999999999,-1.2749999999999999
45443,-0.28000000000000003,-1.0874999999999999,-1.2549999999999999
45442,-0.25,-1.1225000000000001,-1.2975000000000001
45441,-0.23499999999999999,-1.0375000000000001,-1.17
45440,-0.21,-1.08,-1.1950000000000001
45439,-0.22,-1.0974999999999999,-1.2
45436,-0.22,-1.1299999999999999,-1.1950000000000001
45435,-0.21249999999999999,-1.0649999999999999,-1.1875
45434,-0.22,-1.145,-1.1924999999999999
45433,-0.17499999999999999,-1.1000000000000001,-1.135
45432,-0.16,-1.0575000000000001,-1.0900000000000001
45429,-0.13,-0.97250000000000003,-1.1775
45428,-0.12,-0.88249999999999995,-1.08
45427,-0.10249999999999999,-0.84250000000000003,-1.0725
45426,-0.16,-0.86,-1.125
45425,-0.15,-0.75749999999999995,-0.98499999999999999
45422,-0.21249999999999999,-0.72,-1.0674999999999999
45421,-0.22,-0.61750000000000005,-0.99250000000000005
45420,-0.22750000000000001,-0.55500000000000005,-0.96750000000000003
45419,-0.2225,-0.61,-0.96
45418,-0.21249999999999999,-0.63749999999999996,-1.0475000000000001
45415,-0.21249999999999999,-0.92749999999999999,-1.23
45414,-0.27750000000000002,-1.1100000000000001,-1.5549999999999999
45413,-0.28749999999999998,-0.86750000000000005,-1.3825000000000001
45412,-0.3,-0.8,-1.325
45411,-0.28000000000000003,-0.86750000000000005,-1.31
45408,-0.27750000000000002,-1.6725000000000001,-1.97
45407,-0.3075,-1.7975000000000001,-1.9750000000000001
45406,-0.2475,-1.7375,-1.95
45405,-0.34499999999999997,-1.6074999999999999,-1.7649999999999999
45404,-0.43,-1.6525000000000001,-1.77
45401,-0.55249999999999999,-1.7424999999999999,-2.02
45400,-0.52749999999999997,-1.5375000000000001,-1.81
45399,-0.61250000000000004,-1.6975,-2.0325000000000002
45398,-0.79,-1.78,-2.19
45397,-0.64500000000000002,-1.64,-1.95
45394,-0.61499999999999999,-1.5925,-1.9
45393,-0.47249999999999998,-1.5674999999999999,-1.7625
45392,-0.36499999999999999,-1.6575,-1.8674999999999999
45391,-0.25,-1.4175,-1.425
45390,-0.2525,-1.3925000000000001,-1.53
45387,-0.27,-1.4125000000000001,-1.55
45386,-0.26750000000000002,-1.4225000000000001,-1.5674999999999999
45385,-0.3075,-1.4325000000000001,-1.4450000000000001
45384,-0.35499999999999998,-1.4025000000000001,-1.595
45383,-0.36749999999999999,-1.22,-1.5549999999999999
45380,-0.29749999999999999,-1.2050000000000001,-1.47
45379,-0.3,-1.17,-1.4724999999999999
45378,-0.2525,-0.87,-1.2250000000000001
45377,-0.26750000000000002,-0.71250000000000002,-1.105
45376,-0.29249999999999998,-0.65249999999999997,-1.105
45373,-0.35249999999999998,-0.56999999999999995,-1.0349999999999999
45372,-0.21249999999999999,-0.66249999999999998,-0.89
45371,-0.2175,-0.52749999999999997,-0.73
45370,-0.23499999999999999,-0.72499999999999998,-0.78249999999999997
45369,-0.16,-1.2725,-1.2875000000000001
45366,-0.16750000000000001,-1.355,-1.365
45365,-0.16,-1.355,-1.3525
45364,-0.1,-1.3225,-1.2849999999999999
45363,-0.1225,-1.44,-1.3875
45362,-0.12,-1.6575,-1.6174999999999999
45359,-0.1275,-1.6775,-1.605
45358,-0.1075,-1.96,-1.8925000000000001
45357,-0.14249999999999999,-1.7275,-1.65
45356,-0.16500000000000001,-1.615,-1.5575000000000001
45355,-0.185,-1.5049999999999999,-1.4675
45352,-0.185,-1.55,-1.5075000000000001
45351,-0.20499999999999999,-1.5449999999999999,-1.5674999999999999
45350,-0.15,-1.1399999999999999,-1.1625000000000001
45349,-0.1225,-1.155,-1.1475
45348,-0.1075,-1.06,-1.0974999999999999
45345,-0.11,-1.0549999999999999,-1.0974999999999999
45344,-5.5E-2,-1.08,-1.1100000000000001
45343,-5.2499999999999998E-2,-1.0549999999999999,-1.1299999999999999
45342,-5.5E-2,-1.0249999999999999,-1.1100000000000001
45341,-9.5000000000000001E-2,-0.64749999999999996,-0.78
45338,-0.11,-0.60499999999999998,-0.77
45337,-0.13,-0.72499999999999998,-0.9
45336,-0.13,-0.625,-0.85499999999999998
45335,-0.15,-0.61750000000000005,-0.84
45334,-0.105,-0.84,-0.92
45331,-0.1125,-0.86250000000000004,-0.94
45330,-0.16,-0.85499999999999998,-1.0175000000000001
45329,-0.20250000000000001,-0.97499999999999998,-1.0349999999999999
45328,-0.23499999999999999,-0.89749999999999996,-1.01
45327,-0.27750000000000002,-0.89249999999999996,-1.115
45324,-0.25,-1.1225000000000001,-1.1975
45323,-0.23250000000000001,-1.3225,-1.38
45322,-0.2175,-1.2825,-1.1825000000000001
45321,-0.2,-1.1325000000000001,-1.0549999999999999
45320,-0.20499999999999999,-1.095,-1.0925
45317,-0.20499999999999999,-1.0475000000000001,-1.0525
45316,-0.2,-1.1399999999999999,-1.1100000000000001
45315,-0.17,-1.1725000000000001,-1.1875
45314,-0.20749999999999999,-0.91749999999999998,-1.0674999999999999
45313,-0.16,-0.97750000000000004,-1.0900000000000001
45310,-0.185,-0.995,-1.115
45309,-0.19,-0.96499999999999997,-1.1299999999999999
45308,-0.23,-0.98750000000000004,-1.125
45307,-0.21,-1.0375000000000001,-1.1200000000000001
45306,-0.12,-1.1025,-1.1599999999999999
45303,-0.13,-1.105,-1.2
45302,-0.1275,-1.075,-1.2050000000000001
45301,-0.14749999999999999,-1.1100000000000001,-1.2450000000000001
45300,-0.17,-1.1950000000000001,-1.2
45299,-0.2,-1.1975,-1.27
45296,-0.18,-1.1775,-1.3025
45295,-0.2225,-1.2075,-1.355
45294,-0.23,-1.28,-1.45
45293,-0.18,-1.45,-1.4750000000000001
45292,-0.14000000000000001,-1.7024999999999999,-1.66
45289,-0.14249999999999999,-1.6725000000000001,-1.6625000000000001
45288,-0.10249999999999999,-1.69,-1.6425000000000001
45287,-8.2500000000000004E-2,-1.63,-1.605
45286,-0.125,-1.71,-1.69
45285,-0.1075,-1.72,-1.7075
45282,-0.12,-1.6924999999999999,-1.5725
45281,-0.17,-1.6325000000000001,-1.6174999999999999
45280,-0.22,-1.2050000000000001,-1.325
45279,-0.20749999999999999,-1.2424999999999999,-1.5049999999999999
45278,-0.215,-1.875,-1.875
45275,-0.21249999999999999,-1.885,-1.87
45274,-0.20250000000000001,-1.915,-1.92
45273,-0.25750000000000001,-1.7575000000000001,-1.8
45272,-0.33750000000000002,-1.7350000000000001,-1.7450000000000001
45271,-0.36749999999999999,-1.7925,-1.8
45268,-0.40500000000000003,-1.73,-1.84
45267,-0.42499999999999999,-1.7350000000000001,-1.8325
45266,-0.40250000000000002,-1.0900000000000001,-1.2749999999999999
45265,-0.4,-1.2,-1.4424999999999999
45264,-0.31,-1.1875,-1.3625
45261,-0.28999999999999998,-1.0874999999999999,-1.17
45260,-0.28999999999999998,-1.135,-1.21
45259,-0.24,-1.135,-1.19
45258,-0.245,-1.1850000000000001,-1.1924999999999999
45257,-0.26500000000000001,-1.1525000000000001,-1.22
45254,-0.245,-1.0725,-1.175
45253,-0.245,-1.1575,-1.2275
45252,-0.24,-1.175,-1.2150000000000001
45251,-0.18,-1.2549999999999999,-1.34
45250,-0.11,-1.2524999999999999,-1.26
45247,-0.15,-0.9325,-1.1000000000000001
45246,-0.15,-0.66,-0.83499999999999996
45245,-0.17,-0.67500000000000004,-0.84250000000000003
45244,-0.1275,-0.65,-0.89500000000000002
45243,-0.18,-0.54500000000000004,-0.82499999999999996
45240,-0.22,-0.435,-0.70750000000000002
45239,-0.22,-0.42,-0.70750000000000002
45238,-0.24,-0.47499999999999998,-0.78
45237,-0.25,-0.51500000000000001,-0.8175
45236,-0.22,-0.55249999999999999,-0.86499999999999999
45233,-0.21,-0.53,-0.9
45232,-0.245,-0.53749999999999998,-0.8075
45231,-0.35,-0.54500000000000004,-0.92249999999999999
45230,-0.39,-0.59750000000000003,-0.97499999999999998
45229,-0.35,-0.89,-1.08
